DateTime,ObservedValue,ies a=0.5
2004-11-19 09:30:00,64554.47900000001,
2004-11-19 10:30:00,71138.74900000001,
2004-11-19 11:30:00,77253.266,
2004-11-19 12:30:00,77340.78,
2004-11-19 13:30:00,79860.759,
2004-11-19 14:30:00,81103.408,
2004-11-19 15:30:00,75227.56,
2004-11-19 16:30:00,66933.32400000001,
2004-11-19 17:30:00,59458.318,
2004-11-19 18:30:00,55028.968,
2004-11-19 19:30:00,52930.871,
2004-11-19 20:30:00,50795.0,
2004-11-19 21:30:00,47474.46400000001,
2004-11-19 22:30:00,45387.152,
2004-11-19 23:30:00,48597.693,
2004-11-20 00:30:00,48590.282,
2004-11-20 01:30:00,45276.857,
2004-11-20 02:30:00,42160.261,
2004-11-20 03:30:00,38284.126000000004,
2004-11-20 04:30:00,34675.496,
2004-11-20 05:30:00,32918.12,
2004-11-20 06:30:00,32352.33,
2004-11-20 07:30:00,31597.0,
2004-11-20 08:30:00,33643.656,
2004-11-20 09:30:00,37522.894,
2004-11-20 10:30:00,41738.583,
2004-11-20 11:30:00,44282.885,
2004-11-20 12:30:00,43803.965,
2004-11-20 13:30:00,46397.152,
2004-11-20 14:30:00,49180.181,
2004-11-20 15:30:00,50711.820999999996,
2004-11-20 16:30:00,49087.58900000001,
2004-11-20 17:30:00,47360.990999999995,
2004-11-20 18:30:00,47937.245,
2004-11-20 19:30:00,47312.699,
2004-11-20 20:30:00,46389.855,
2004-11-20 21:30:00,44270.442,
2004-11-20 22:30:00,42606.649000000005,
2004-11-20 23:30:00,40838.801,
2004-11-21 00:30:00,39294.285,
2004-11-21 01:30:00,37190.987,
2004-11-21 02:30:00,37542.926,
2004-11-21 03:30:00,35328.5,
2004-11-21 04:30:00,26617.164,
2004-11-21 05:30:00,22759.692000000003,
2004-11-21 06:30:00,23044.778,
2004-11-21 07:30:00,22618.117000000002,
2004-11-21 08:30:00,24095.587000000003,
2004-11-21 09:30:00,26096.0,
2004-11-21 10:30:00,28981.928,
2004-11-21 11:30:00,33023.0,
2004-11-21 12:30:00,37690.513999999996,
2004-11-21 13:30:00,42192.530999999995,
2004-11-21 14:30:00,47105.179000000004,
2004-11-21 15:30:00,52032.417,
2004-11-21 16:30:00,65306.717000000004,
2004-11-21 17:30:00,70662.0,
2004-11-21 18:30:00,71307.992,
2004-11-21 19:30:00,72310.856,
2004-11-21 20:30:00,72280.0,
2004-11-21 21:30:00,70801.0,
2004-11-21 22:30:00,69972.813,
2004-11-21 23:30:00,67289.282,
2004-11-22 00:30:00,61491.512,
2004-11-22 01:30:00,55463.324,
2004-11-22 02:30:00,49658.133,
2004-11-22 03:30:00,45066.497,
2004-11-22 04:30:00,39938.616,
2004-11-22 05:30:00,37518.327000000005,
2004-11-22 06:30:00,37667.337999999996,
2004-11-22 07:30:00,41410.384,
2004-11-22 08:30:00,59453.567,
2004-11-22 09:30:00,85732.707,
2004-11-22 10:30:00,99485.714,
2004-11-22 11:30:00,109657.701,
2004-11-22 12:30:00,113513.696,
2004-11-22 13:30:00,122772.135,
2004-11-22 14:30:00,122664.463,
2004-11-22 15:30:00,120957.82,
2004-11-22 16:30:00,112710.78199999999,
2004-11-22 17:30:00,102011.78,
2004-11-22 18:30:00,93463.70199999999,
2004-11-22 19:30:00,89273.09300000001,
2004-11-22 20:30:00,84388.795,
2004-11-22 21:30:00,81028.234,
2004-11-22 22:30:00,79151.756,
2004-11-22 23:30:00,75475.12700000001,
2004-11-23 00:30:00,69695.122,
2004-11-23 01:30:00,61426.172999999995,
2004-11-23 02:30:00,55148.967000000004,
2004-11-23 03:30:00,49963.178,
2004-11-23 04:30:00,46288.304000000004,
2004-11-23 05:30:00,43460.824,
2004-11-23 06:30:00,43872.0,
2004-11-23 07:30:00,46920.245,
2004-11-23 08:30:00,64800.154,
2004-11-23 09:30:00,90777.868,
2004-11-23 10:30:00,102356.462,
2004-11-23 11:30:00,113912.899,
2004-11-23 12:30:00,119409.565,
2004-11-23 13:30:00,125058.79,
2004-11-23 14:30:00,122651.869,
2004-11-23 15:30:00,119779.18,
2004-11-23 16:30:00,107937.65800000001,
2004-11-23 17:30:00,96320.504,
2004-11-23 18:30:00,89288.67300000001,
2004-11-23 19:30:00,84061.54,
2004-11-23 20:30:00,82382.836,
2004-11-23 21:30:00,78535.644,
2004-11-23 22:30:00,80190.0,
2004-11-23 23:30:00,77015.476,
2004-11-24 00:30:00,72030.651,
2004-11-24 01:30:00,67312.915,
2004-11-24 02:30:00,60855.282,
2004-11-24 03:30:00,55619.246,
2004-11-24 04:30:00,50997.383,
2004-11-24 05:30:00,47565.928,
2004-11-24 06:30:00,45270.163,
2004-11-24 07:30:00,48382.999,
2004-11-24 08:30:00,64916.416,
2004-11-24 09:30:00,91055.52900000001,
2004-11-24 10:30:00,102021.36300000001,
2004-11-24 11:30:00,101453.0,
2004-11-24 12:30:00,102830.48300000001,
2004-11-24 13:30:00,119116.364,
2004-11-24 14:30:00,106297.849,
2004-11-24 15:30:00,81473.416,
2004-11-24 16:30:00,75003.65,
2004-11-24 17:30:00,67270.899,
2004-11-24 18:30:00,61745.19,
2004-11-24 19:30:00,60069.544,
2004-11-24 20:30:00,55082.136,
2004-11-24 21:30:00,53785.152,
2004-11-24 22:30:00,51820.489,
2004-11-24 23:30:00,49220.787000000004,
2004-11-25 00:30:00,45354.130999999994,
2004-11-25 01:30:00,38464.388999999996,
2004-11-25 02:30:00,34335.0,
2004-11-25 03:30:00,31852.582000000002,
2004-11-25 04:30:00,28444.123,
2004-11-25 05:30:00,27960.347,
2004-11-25 06:30:00,29380.717,
2004-11-25 07:30:00,32337.982000000004,
2004-11-25 08:30:00,44782.657,
2004-11-25 09:30:00,65160.0,
2004-11-25 10:30:00,74067.274,
2004-11-25 11:30:00,80437.905,
2004-11-25 12:30:00,80415.565,
2004-11-25 13:30:00,83413.132,
2004-11-25 14:30:00,84793.399,
2004-11-25 15:30:00,81314.995,
2004-11-25 16:30:00,73975.34,
2004-11-25 17:30:00,66554.983,
2004-11-25 18:30:00,61711.489,
2004-11-25 19:30:00,58145.547999999995,
2004-11-25 20:30:00,53628.75,
2004-11-25 21:30:00,51279.195999999996,
2004-11-25 22:30:00,48923.357,
2004-11-25 23:30:00,46283.6,
2004-11-26 00:30:00,42701.972,
2004-11-26 01:30:00,37990.322,
2004-11-26 02:30:00,33373.495,
2004-11-26 03:30:00,30673.197,
2004-11-26 04:30:00,28032.506,
2004-11-26 05:30:00,26527.637000000002,
2004-11-26 06:30:00,26178.832000000002,
2004-11-26 07:30:00,30784.683999999997,
2004-11-26 08:30:00,44053.78,
2004-11-26 09:30:00,62682.285,
2004-11-26 10:30:00,70084.37,
2004-11-26 11:30:00,76064.52900000001,
2004-11-26 12:30:00,74957.997,
2004-11-26 13:30:00,72677.433,
2004-11-26 14:30:00,79244.0,
2004-11-26 15:30:00,74980.781,
2004-11-26 16:30:00,63487.752,
2004-11-26 17:30:00,54476.09,
2004-11-26 18:30:00,51138.512,
2004-11-26 19:30:00,51265.584,
2004-11-26 20:30:00,49326.515,
2004-11-26 21:30:00,46928.152,
2004-11-26 22:30:00,46398.889,
2004-11-26 23:30:00,44664.737,
2004-11-27 00:30:00,42590.082,
2004-11-27 01:30:00,39372.446,
2004-11-27 02:30:00,36232.873999999996,
2004-11-27 03:30:00,34004.909,
2004-11-27 04:30:00,29333.91,
2004-11-27 05:30:00,28015.092,
2004-11-27 06:30:00,26969.569,
2004-11-27 07:30:00,25728.566000000003,
2004-11-27 08:30:00,27591.345,
2004-11-27 09:30:00,31454.146,
2004-11-27 10:30:00,36188.715,
2004-11-27 11:30:00,39750.059,
2004-11-27 12:30:00,42938.62,
2004-11-27 13:30:00,47159.700999999994,
2004-11-27 14:30:00,48890.799000000006,
2004-11-27 15:30:00,51229.545999999995,
2004-11-27 16:30:00,49557.58,
2004-11-27 17:30:00,48216.642,
2004-11-27 18:30:00,46392.541,
2004-11-27 19:30:00,48494.678,
2004-11-27 20:30:00,45924.987,
2004-11-27 21:30:00,45613.651,
2004-11-27 22:30:00,45172.749,
2004-11-27 23:30:00,45939.239,
2004-11-28 00:30:00,48667.98,
2004-11-28 01:30:00,44866.78599999999,
2004-11-28 02:30:00,40357.237,
2004-11-28 03:30:00,37522.586,
2004-11-28 04:30:00,33910.18,
2004-11-28 05:30:00,28542.996,
2004-11-28 06:30:00,25969.81,
2004-11-28 07:30:00,24802.086,
2004-11-28 08:30:00,25395.482000000004,
2004-11-28 09:30:00,29015.042999999998,
2004-11-28 10:30:00,32984.091,
2004-11-28 11:30:00,39098.793,
2004-11-28 12:30:00,44756.288,
2004-11-28 13:30:00,49035.953,
2004-11-28 14:30:00,53261.755,
2004-11-28 15:30:00,55035.151,
2004-11-28 16:30:00,55287.987,
2004-11-28 17:30:00,54602.434,
2004-11-28 18:30:00,54493.092000000004,
2004-11-28 19:30:00,54553.744000000006,
2004-11-28 20:30:00,54274.0,
2004-11-28 21:30:00,52619.97900000001,
2004-11-28 22:30:00,51428.509000000005,
2004-11-28 23:30:00,47533.739,
2004-11-29 00:30:00,42460.434,
2004-11-29 01:30:00,37865.331,
2004-11-29 02:30:00,35589.878,
2004-11-29 03:30:00,31999.44,
2004-11-29 04:30:00,29972.202,
2004-11-29 05:30:00,28900.201,
2004-11-29 06:30:00,28501.095,
2004-11-29 07:30:00,32438.902000000002,
2004-11-29 08:30:00,49461.16099999999,
2004-11-29 09:30:00,67889.4,
2004-11-29 10:30:00,75509.0,
2004-11-29 11:30:00,80523.0,
2004-11-29 12:30:00,81577.838,
2004-11-29 13:30:00,85024.332,
2004-11-29 14:30:00,86160.165,
2004-11-29 15:30:00,82759.857,
2004-11-29 16:30:00,72696.1,
2004-11-29 17:30:00,64397.93,
2004-11-29 18:30:00,60648.0,
2004-11-29 19:30:00,58350.27,
2004-11-29 20:30:00,54538.735,
2004-11-29 21:30:00,52054.28599999999,
2004-11-29 22:30:00,48751.066,
2004-11-29 23:30:00,45148.215,
2004-11-30 00:30:00,42130.732,
2004-11-30 01:30:00,36189.367999999995,
2004-11-30 02:30:00,33105.464,
2004-11-30 03:30:00,29913.977000000003,
2004-11-30 04:30:00,27277.185,
2004-11-30 05:30:00,27026.326,
2004-11-30 06:30:00,26245.195,
2004-11-30 07:30:00,32329.167999999998,
2004-11-30 08:30:00,50078.847,
2004-11-30 09:30:00,68732.697,
2004-11-30 10:30:00,75319.0,
2004-11-30 11:30:00,92221.713,
2004-11-30 12:30:00,100538.752,
2004-11-30 13:30:00,104006.47099999999,
2004-11-30 14:30:00,107104.349,
2004-11-30 15:30:00,103349.576,
2004-11-30 16:30:00,88486.319,
2004-11-30 17:30:00,74831.493,
2004-11-30 18:30:00,74798.91,
2004-11-30 19:30:00,69512.555,
2004-11-30 20:30:00,68124.378,
2004-11-30 21:30:00,66013.225,
2004-11-30 22:30:00,67082.953,
2004-11-30 23:30:00,63436.452000000005,
2004-12-01 00:30:00,58264.328,
2004-12-01 01:30:00,49253.21400000001,
2004-12-01 02:30:00,43793.885,
2004-12-01 03:30:00,39106.299,
2004-12-01 04:30:00,35678.57,
2004-12-01 05:30:00,35011.907,
2004-12-01 06:30:00,30168.752999999997,
2004-12-01 07:30:00,32005.156000000003,
2004-12-01 08:30:00,54237.304000000004,
2004-12-01 09:30:00,80516.668,
2004-12-01 10:30:00,88020.64300000001,
2004-12-01 11:30:00,96246.398,
2004-12-01 12:30:00,97177.838,
2004-12-01 13:30:00,101150.524,
2004-12-01 14:30:00,101657.48300000001,
2004-12-01 15:30:00,95109.579,
2004-12-01 16:30:00,85348.865,
2004-12-01 17:30:00,77682.573,
2004-12-01 18:30:00,75995.082,
2004-12-01 19:30:00,71526.66,
2004-12-01 20:30:00,65109.184,
2004-12-01 21:30:00,63147.477999999996,
2004-12-01 22:30:00,62795.623,
2004-12-01 23:30:00,59416.704000000005,
2004-12-02 00:30:00,55802.401,
2004-12-02 01:30:00,49038.0,
2004-12-02 02:30:00,44824.18,
2004-12-02 03:30:00,41262.35,
2004-12-02 04:30:00,38502.842000000004,
2004-12-02 05:30:00,36738.184,
2004-12-02 06:30:00,36125.825,
2004-12-02 07:30:00,41135.725,
2004-12-02 08:30:00,65474.570999999996,
2004-12-02 09:30:00,82467.57400000001,
2004-12-02 10:30:00,93079.356,
2004-12-02 11:30:00,102599.388,
2004-12-02 12:30:00,108057.727,
2004-12-02 13:30:00,112837.65,
2004-12-02 14:30:00,111399.18800000001,
2004-12-02 15:30:00,103742.55900000001,
2004-12-02 16:30:00,93405.254,
2004-12-02 17:30:00,86868.704,
2004-12-02 18:30:00,84285.964,
2004-12-02 19:30:00,80778.869,
2004-12-02 20:30:00,78999.243,
2004-12-02 21:30:00,77799.562,
2004-12-02 22:30:00,75494.775,
2004-12-02 23:30:00,74831.129,
2004-12-03 00:30:00,67754.882,
2004-12-03 01:30:00,62394.255999999994,
2004-12-03 02:30:00,56962.352999999996,
2004-12-03 03:30:00,53557.731,
2004-12-03 04:30:00,50272.128,
2004-12-03 05:30:00,48009.547,
2004-12-03 06:30:00,45399.898,
2004-12-03 07:30:00,52307.46,
2004-12-03 08:30:00,70881.884,
2004-12-03 09:30:00,89448.0,
2004-12-03 10:30:00,80168.813,
2004-12-03 11:30:00,87495.915,
2004-12-03 12:30:00,85857.664,
2004-12-03 13:30:00,90273.32699999999,
2004-12-03 14:30:00,87279.396,
2004-12-03 15:30:00,80299.083,
2004-12-03 16:30:00,67974.606,
2004-12-03 17:30:00,61223.856,
2004-12-03 18:30:00,57414.22900000001,
2004-12-03 19:30:00,56959.325,
2004-12-03 20:30:00,52867.0,
2004-12-03 21:30:00,52518.324,
2004-12-03 22:30:00,49083.899000000005,
2004-12-03 23:30:00,49012.254,
2004-12-04 00:30:00,43615.802,
2004-12-04 01:30:00,44068.312000000005,
2004-12-04 02:30:00,39605.581,
2004-12-04 03:30:00,37475.36,
2004-12-04 04:30:00,33046.556000000004,
2004-12-04 05:30:00,32713.706000000002,
2004-12-04 06:30:00,29702.747000000003,
2004-12-04 07:30:00,31026.956000000002,
2004-12-04 08:30:00,32024.429,
2004-12-04 09:30:00,37573.582,
2004-12-04 10:30:00,40847.818999999996,
2004-12-04 11:30:00,45148.581,
2004-12-04 12:30:00,48153.846,
2004-12-04 13:30:00,54414.212,
2004-12-04 14:30:00,55386.762,
